ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
MUNROGE01,George,Munroe,G,1946,1947,5,11,170,Dartmouth University,1922-01-05 00:00:00
MURDOER01,Eric,Murdock,G,1991,1999,6,1,190,Providence College,1968-06-14 00:00:00
MURESGH01,Gheorghe,Muresan,C,1993,1999,7,7,303,Cluj University (ROM),1971-02-14 00:00:00
MURPHAL01,Allen,Murphy,G,1975,1976,6,4.5,190,University of Louisville,1952-07-15 00:00:00
MURPHCA01,Calvin,Murphy,G,1970,1982,5,9,165,Niagara University,1948-05-09 00:00:00
MURPHDI01,Dick,Murphy,G,1946,1946,6,1,175,Marshall University,1921-03-10 00:00:00
MURPHJA01,Jay,Murphy,F,1984,1987,6,9,220,Boston College,1962-06-26 00:00:00
MURPHJO01,John,Murphy,F,1946,1946,6,2,175,0,1924-09-13 00:00:00
MURPHRO01,Ronnie,Murphy,F,1987,1987,6,5,225,Jacksonville University,1964-07-29 00:00:00
MURPHTO01,Tod,Murphy,C,1987,1993,6,9,220, Irvine,1963-12-24 00:00:00
MURPHTR01,Troy,Murphy,F,2001,2007,6,11,245,University of Notre Dame,1980-05-02 00:00:00
MURRAKE01,Ken,Murray,G,1950,1954,6,2,190,Saint Bonaventure University,1928-04-20 00:00:00
MURRALA01,Lamond,Murray,F,1994,2005,6,7,236, Berkeley,1973-04-20 00:00:00
MURRATR01,Tracy,Murray,F,1992,2003,6,7,225,University of California - Los Angeles,1971-07-25 00:00:00
MURRARO01,Ronald,Murray,G,2002,2007,6,4,190,Shaw University,1979-07-29 00:00:00
MURREWI01,Willie,Murrell,F,1967,1969,6,6,225,Kansas State University,1941-09-13 00:00:00
MURREDO01,Dorie,Murrey,F,1966,1971,6,8,215,University of Detroit Mercy,1943-09-07 00:00:00
MUSIAN01,Angelo,Musi,G,1946,1948,5,9,145,Temple University,1918-07-25 00:00:00
MUSTAJE01,Jerrod,Mustaf,F,1990,1993,6,10,238,University of Maryland,1969-10-28 00:00:00
MUTOMDI01,Dikembe,Mutombo,C,1991,2007,7,2,245,Georgetown University,1966-06-25 00:00:00
MUURSMA01,Martin,Muursepp,F,1996,1997,6,9,235,?,1974-09-26 00:00:00
MYERSPE01,Pete,Myers,G,1986,1997,6,6,180,University of Arkansas at Little Rock,1963-09-15 00:00:00
NDONGBO01,Boniface,N'Dong,C,2005,2005,7,0,198,0,1977-03-09 00:00:00
NABERBO01,Bob,Naber,F,1952,1952,6,3,185,University of Louisville,1929-09-03 00:00:00
NACHABO01,Boris,Nachamkin,F,1954,1954,6,6,210,New York University,1933-12-06 00:00:00
NACHBBO01,Bostjan,Nachbar,F,2002,2007,6,9,221,0,1980-04-03 00:00:00
NAGELJE01,Jerry,Nagel,G,1949,1949,6,0,190,Loyola University Chicago,1928-05-18 00:00:00
NAGYFR01,Fred,Nagy,G,1948,1948,6,1.5,185,University of Akron,1924-01-03 00:00:00
NAILOLE01,Lee,Nailon,F,2000,2005,6,8,241,Texas Christian University,1975-02-22 00:00:00
NAJERED01,Eduardo,Najera,F,2000,2007,6,8,240,University of Oklahoma,1976-07-11 00:00:00
NANCELA01,Larry,Nance,F,1981,1993,6,10,205,Clemson University,1959-02-12 00:00:00
NAPOLPA01,Paul,Napolitano,G,1948,1948,6,2,185,University of San Francisco ,1923-02-03 00:00:00
NASHBO01,Bob,Nash,F,1972,1978,6,8,195,University of Hawaii,1950-08-24 00:00:00
NASHCH01,Charles,Nash,F,1964,1967,6,5,215,University of Kentucky,1942-07-24 00:00:00
NASHST01,Steve,Nash,G,1996,2007,6,3,195,Santa Clara University,1974-02-07 00:00:00
NATERSW01,Swen,Nater,C,1973,1983,6,11,240,University of California - Los Angeles,1950-01-14 00:00:00
NATHAHO01,Howard,Nathan,G,1995,1995,5,11,175,University of Louisiana at Monroe,1972-01-21 00:00:00
NATTCA01,Calvin,Natt,F,1979,1989,6,6,220,University of Louisiana at Monroe,1957-01-08 00:00:00
NATTKE01,Kenny,Natt,G,1980,1984,6,3,185,University of Louisiana at Monroe,1958-10-05 00:00:00
NAULLWI01,Willie,Naulls,F,1956,1965,6,6,225,University of California - Los Angeles,1934-10-07 00:00:00
NavarJu01,Juan Carlos,Navarro,G,2007,2007,6,3,170,0,1980-06-13 00:00:00
NDIAYMA01,Makhtar,Ndiaye,F,1998,1998,6,8,245,University of North Carolina,1973-12-12 00:00:00
NDIAYMA02,Mamadou,Ndiaye,C,2000,2004,7,0,255,Auburn University,1975-06-16 00:00:00
NEALCR01,Craig,Neal,G,1988,1990,6,5,165,Georgia Institute of Technology,1964-02-16 00:00:00
NEALJI01,Jim,Neal,C,1953,1954,6,11,235,Wofford College,1930-05-21 00:00:00
NEALLL01,Lloyd,Neal,F,1972,1978,6,7,225,Tennessee State University,1950-12-10 00:00:00
NEALYED01,Ed,Nealy,F,1982,1992,6,7,238,Kansas State University,1960-02-19 00:00:00
NEGRAAL01,Al,Negratti,F,1946,1946,6,3,200,Seton Hall University,1921-06-12 00:00:00
NELSOBA01,Barry,Nelson,C,1971,1971,6,10,230,Duquesne University,1949-09-19 00:00:00
NELSODO01,Don,Nelson,F,1962,1975,6,6,210,University of Iowa,1940-05-15 00:00:00
NELSOLO01,Louie,Nelson,G,1973,1977,6,3,190,University of Washington,1951-05-28 00:00:00
NELSORO01,Ron,Nelson,G,1970,1970,6,2,175,University of New Mexico,1946-10-07 00:00:00
NelsoDe01,DeMarcus,Nelson,G,2008,0,6,4,200,Duke University,1985-11-02 00:00:00
NELSOJA01,Jameer,Nelson,G,2004,2007,6,0,190,Saint Joseph's University,1982-02-09 00:00:00
NEMBHRU01,Ruben,Nembhard,G,1996,1996,6,3,208,Weber State University,1972-02-20 00:00:00
NEMELDI01,Dick,Nemelka,G,1970,1970,6,0,175,Brigham Young University,1943-10-01 00:00:00
NESBYTY01,Tyrone,Nesby,F,1999,2001,6,6,225,University of Nevada - Las Vegas,1976-01-31 00:00:00
NESSLMA01,Martin,Nessley,F,1987,1987,7,2,260,Duke University,1965-02-16 00:00:00
NESTERA01,Radoslav,Nesterovic,C,1998,2007,7,0,248,0,1976-05-30 00:00:00
NETOLBO01,Bob,Netolicky,C,1967,1975,6,9,220,Drake University,1942-08-02 00:00:00
NEUMAJO01,Johnny,Neumann,G,1971,1977,6,6,200,University of Mississippi,1951-09-11 00:00:00
NEUMAPA01,Paul,Neumann,G,1961,1966,6,1,175,Stanford University,1938-01-30 00:00:00
NEVITCH01,Chuck,Nevitt,C,1982,1993,7,5,217,North Carolina State University,1959-06-13 00:00:00
NEWBEME01,Melvin,Newbern,G,1992,1992,6,4,200,University of Minnesota,1967-06-11 00:00:00
NEWBIIV01,Ivano,Newbill,F,1994,1997,6,9,245,Georgia Institute of Technology,1970-12-12 00:00:00
NEWBLIR01,Ira,Newble,G,2000,2007,6,7,240,Miami University,1975-01-20 00:00:00
NEWLIMI01,Mike,Newlin,G,1971,1981,6,4,200,University of Utah,1949-01-02 00:00:00
NEWMAJO01,Johnny,Newman,F,1986,2001,6,7,190,University of Richmond,1963-11-28 00:00:00
NEWMADA01,Dave,Newmark,C,1968,1970,7,0,240,Columbia University,1946-09-11 00:00:00
NEWTOBI01,Bill,Newton,C,1972,1973,6,9,220,Louisiana State University,1950-12-22 00:00:00
NICHOJA01,Jack,Nichols,C,1948,1957,6,7,222,University of Washington,1926-04-09 00:00:00
NichoDe01,Demetris,Nichols,F,2007,2007,6,8,216,Syracuse University,1984-09-04 00:00:00
NICKEGA01,Gaylon,Nickerson,G,1996,1996,6,3,190,Northwest Oklahoma State University,1969-02-05 00:00:00
NICKSCA01,Carl,Nicks,G,1980,1982,6,1,175,Indiana State University,1958-10-06 00:00:00
NIEMARI01,Rich,Niemann,C,1968,1971,7,0,245,Saint Louis University,1946-07-02 00:00:00
NIEMIJO01,John,Niemiera,G,1948,1949,6,1,165,University of Notre Dame,1921-05-26 00:00:00
NILESMI01,Mike,Niles,F,1980,1980,6,6,225, Fullerton,1955-03-31 00:00:00
NIMPHKU01,Kurt,Nimphius,C,1981,1989,6,10,218,Arizona State University,1958-03-13 00:00:00
NIXDY01,Dyron,Nix,G,1989,1989,6,7,210,University of Tennessee,1967-02-11 00:00:00
NIXONNO01,Norm,Nixon,G,1977,1988,6,2,170,Duquesne University,1955-10-11 00:00:00
NoahJo01,Joakim,Noah,F,2007,2007,6,11,232,University of Florida,1985-02-25 00:00:00
NOBLECH01,Chuck,Noble,G,1955,1961,6,4,190,University of Louisville,1931-07-24 00:00:00
NOCIOAN01,Andres,Nocioni,F,2004,2007,6,7,225,0,1979-11-30 00:00:00
NoelDa01,David,Noel,F,2006,2006,6,6,230,University of North Carolina,1984-02-27 00:00:00
NOELPA01,Paul,Noel,F,1947,1951,6,4,185,University of Kentucky,1924-08-04 00:00:00
NOLANJI01,Jim,Nolan,C,1949,1949,6,8,210,Georgia Institute of Technology,1927-06-09 00:00:00
NOLENPA01,Paul,Nolen,C,1953,1953,6,10,0,Texas Tech University,1929-09-03 00:00:00
NORDGJE01,Jeff,Nordgaard,F,1997,1997,6,7,225,University of Wisconsin - Green Bay,1973-02-23 00:00:00
NORDMRO01,Robert,Nordmann,C,1961,1964,6,10,225,Saint Louis University,1939-12-11 00:00:00
NORLAJO01,Johnny,Norlander,F,1946,1950,6,3,180,Hamline University,1921-03-05 00:00:00
NORMACO01,Connie,Norman,G,1974,1978,6,3,175,University of Arizona,1953-09-24 00:00:00
NORMAKE01,Ken,Norman,F,1987,1996,6,8,215,University of Illinois,1964-09-05 00:00:00
NORRIAU01,Audie,Norris,C,1982,1984,6,9,230,Jackson State University,1960-12-18 00:00:00
NORRIMO01,Moochie,Norris,G,1996,2005,6,1,175,University of West Florida,1973-07-27 00:00:00
NORRISY01,Sylvester,Norris,C,1979,1979,6,11,220,Jackson State University,1957-02-18 00:00:00
NORWOWI01,Willie,Norwood,F,1971,1977,6,7,220,Alcorn State University,1947-08-08 00:00:00
NOSTRGE01,George,Nostrand,C,1946,1949,6,8,195,University of Wyoming,1924-01-25 00:00:00
NOSZKST01,Stan,Noszka,G,1946,1948,6,1,185,Duquesne University,1920-09-09 00:00:00
NOVAKMI01,Mike,Novak,C,1948,1953,6,9,219,Loyola University Chicago,1915-04-23 00:00:00
NovakSt01,Steve,Novak,F,2006,2007,6,10,220,Marquette University,1984-06-13 00:00:00
NOWELME01,Mel,Nowell,G,1962,1967,6,2,170,Ohio State University,1939-12-27 00:00:00
NOWITDI01,Dirk,Nowitzki,F,1998,2007,6,11,237,0,1978-06-19 00:00:00
NUTTDE01,Dennis,Nutt,G,1986,1986,6,2,170,Texas Christian University,1963-03-25 00:00:00
NWOSUJU01,Julius,Nwosu,F,1994,1994,6,10,255,Liberty University,1971-05-01 00:00:00
OBANCH01,Charles,O'bannon,G,1997,1998,6,5,209,University of California - Los Angeles,1975-02-22 00:00:00
OBANED01,Ed,O'bannon,F,1995,1996,6,8,222,University of California - Los Angeles,1972-08-14 00:00:00
OBOYJO01,John,O'boyle,G,1952,1952,6,2,185,Colorado State University,1928-03-07 00:00:00
OBRIBO01,Bob,O'brien,F,1947,1948,6,4,190,Pepperdine University,1927-01-26 00:00:00
OBRIRA01,Ralph,O'brien,G,1951,1952,5,9,160,Butler University,1928-04-08 00:00:00
OBryaPa01,Patrick,O'Bryant,C,2006,2007,7,0,249,Bradley University,1986-06-20 00:00:00
OCONDE01,Dermie,O'connell,G,1948,1949,6,0,174,College of Holy Cross,1928-04-13 00:00:00
ODONAN01,Andy,O'donnell,G,1949,1949,6,1,180,Loyola College in Maryland,1925-03-10 00:00:00
OGRAFR01,Francis,O'grady,G,1946,1948,5,11,160,Georgetown University,1920-01-19 00:00:00
OKEEDI01,Dick,O'keefe,G,1947,1950,6,2,185,Santa Clara University,1923-09-29 00:00:00
OKEETO01,Tommy,O'keefe,G,1950,1950,6,2,185,Georgetown University,1926-07-16 00:00:00
OKORMI01,Mike,O'Koren,F,1980,1987,6,7,207,University of North Carolina,1958-02-07 00:00:00
OMALGR01,Grady,O'malley,F,1969,1969,6,5,205,Manhattan College,1948-04-25 00:00:00
ONEAJE01,Jermaine,O'neal,C,1996,2007,6,11,226,0,1978-10-13 00:00:00
ONEASH01,Shaquille,O'neal,C,1992,2007,7,1,300,Louisiana State University,1972-03-06 00:00:00
ONEIMI01,Mike,O'neil,F,1952,1952,6,3,210, Berkeley,1927-01-01 00:00:00
OSHEKE01,Kevin,O'shea,G,1950,1952,6,2,175,University of Notre Dame,1925-07-10 00:00:00
OSHIGA01,Garland,O'shields,G,1946,1946,6,1,195,University of Tennessee,1921-05-23 00:00:00
OSULDA01,Dan,O'sullivan,C,1990,1995,6,10,250,Fordham University,1968-03-03 00:00:00
OAKLECH01,Charles,Oakley,F,1985,2003,6,8,225,Virginia Union University,1963-12-18 00:00:00
OBERTFA01,Fabricio,Oberto,C,2005,2007,6,10,245,0,1975-03-21 00:00:00
OBRIEJI01,Jimmy,Obrien,G,1971,1974,6,1,170,Boston College,1949-04-09 00:00:00
OBRIEJI02,Jim,Obrien,F,1973,1974,6,7,200,University of Maryland,1951-11-07 00:00:00
OdenGr01,Greg,Oden,C,2008,0,7,0,250,Ohio State University,1988-01-22 00:00:00
ODOMLA01,Lamar,Odom,F,1999,2007,6,10,220,University of Rhode Island,1979-11-06 00:00:00
OGDENCA01,Carlos,Ogden,F,1969,1970,6,6,215,Santa Clara University,1946-12-29 00:00:00
OGDENRA01,Ralph,Ogden,F,1970,1970,6,5,205,Santa Clara University,1948-01-25 00:00:00
OGGAL01,Alan,Ogg,C,1990,1992,7,2,240,University of Alabama at Birmingham,1967-07-05 00:00:00
OHANLFR01,Fran,Ohanlon,G,1970,1970,6,0.5,175,Villanova University,1948-08-24 00:00:00
OHLDO01,Don,Ohl,G,1960,1969,6,3,190,University of Illinois,1936-04-18 00:00:00
OKAFOEM01,Emeka,Okafor,F,2004,2007,6,10,257,University of Connecticut,1982-09-28 00:00:00
OKURME01,Mehmet,Okur,F,2002,2007,6,11,249,0,1979-05-26 00:00:00
OLAJUHA01,Hakeem,Olajuwon,C,1984,2001,6,10,250,University of Houston,1963-01-21 00:00:00
OLBERMA01,Mark,Olberding,F,1975,1986,6,8,225,University of Minnesota,1956-04-21 00:00:00
OLDHAJA01,Jawann,Oldham,C,1980,1990,7,0,215,Seattle University,1957-07-04 00:00:00
OLDHAJO01,Johnny,Oldham,G,1949,1950,6,3,175,Western Kentucky University,1923-06-22 00:00:00
OLEYNFR01,Frank,Oleynick,G,1975,1976,6,2,185,Seattle University,1955-02-20 00:00:00
OLIVEJO01,John,Olive,F,1978,1979,6,7,210,Villanova University,1955-03-01 00:00:00
OLIVEBR01,Brian,Oliver,G,1990,1997,6,4,210,Georgia Institute of Technology,1968-06-01 00:00:00
OLIVEDE01,Dean,Oliver,G,2001,2002,5,11,180,University of Iowa,1978-11-05 00:00:00
OLIVEJI01,Jimmy,Oliver,G,1991,1998,6,5,205,Purdue University,1969-07-12 00:00:00
OLLIEKE01,Kevin,Ollie,G,1997,2007,6,4,195,University of Connecticut,1972-12-27 00:00:00
OLLRIGE01,Gene,Ollrich,G,1949,1949,5,11,160,Drake University,1922-06-30 00:00:00
OLOWOMI01,Michael,Olowokandi,C,1998,2006,7,0,269,Pacific University,1975-04-03 00:00:00
OLSENEN01,Enoch,Olsen,F,1962,1969,6,8,220,University of Louisville,1940-07-25 00:00:00
ORMSBA01,Barry,Orms,G,1968,1969,6,3,190,Saint Louis University,1946-05-01 00:00:00
ORRJO01,Johnny,Orr,F,1949,1949,6,3,195,Beloit College,1927-06-10 00:00:00
ORRLO01,Louis,Orr,F,1980,1987,6,8,175,Syracuse University,1958-05-07 00:00:00
ORTIZJO01,Jose,Ortiz,F,1988,1989,6,10,225,Oregon State University,1963-10-25 00:00:00
OSBORCH01,Chuck,Osborne,F,1961,1961,6,6,210,Western Kentucky University,1939-01-21 00:00:00
OSTERWA01,Wally,Osterkorn,F,1951,1954,6,4.5,215,University of Illinois,1928-07-06 00:00:00
OSTERGR01,Greg,Ostertag,C,1995,2005,7,2,280,University of Kansas,1973-03-06 00:00:00
OTHICMA01,Matt,Othick,G,1992,1992,6,2,165,University of Arizona,1969-03-16 00:00:00
OTTENDO01,Don,Otten,C,1949,1952,6,10,240,Bowling Green University,1921-04-18 00:00:00
OTTENMA01,Mac,Otten,F,1949,1949,6,7,220,Bowling Green University,1925-12-16 00:00:00
OUTLABO01,Bo,Outlaw,F,1993,2007,6,8,210,University of Houston,1971-04-13 00:00:00
OUTLATR01,Travis,Outlaw,F,2003,2007,6,9,210,0,1984-09-18 00:00:00
OVERTCL01,Claude,Overton,G,1952,1952,6,2,195,East Central University,1927-12-16 00:00:00
OVERTDO01,Doug,Overton,G,1992,2003,6,3,190,La Salle University,1969-08-03 00:00:00
OWENSBI01,Billy,Owens,F,1991,2000,6,8,220,Syracuse University,1969-05-01 00:00:00
OWENSED01,Eddie,Owens,F,1977,1977,6,7,210,University of Nevada - Las Vegas,1953-12-26 00:00:00
OWENSJA01,James,Owens,G,1949,1951,6,3,185,Baylor University,1925-09-02 00:00:00
OWENSJI01,Jim,Owens,F,1973,1974,6,5,200,Arizona State University,1950-05-01 00:00:00
OWENSKE01,Keith,Owens,F,1991,1991,6,7,225,University of California - Los Angeles,1969-05-31 00:00:00
OWENSTO01,Tom,Owens,C,1971,1982,6,10,215,University of South Carolina,1949-06-28 00:00:00
OWENSCH01,Chris,Owens,F,2002,2002,6,7,245,University of Texas,1979-03-01 00:00:00
OWENSAN01,Andre,Owens,G,2005,2007,6,4,200,University of Houston,1980-10-31 00:00:00
OWESRA01,Ray,Owes,F,1996,1996,6,9,224,University of Arizona,1972-12-11 00:00:00
OYEDEOL01,Olumide,Oyedeji,C,2000,2002,6,10,240,0,1981-05-11 00:00:00
PACEJO01,Joe,Pace,C,1976,1977,6,10,220,University of Maryland Eastern Shore,1953-12-18 00:00:00
PACHUZA01,Zaza,Pachulia,F,2003,2007,6,11,240,0,1984-02-10 00:00:00
PACKRO01,Robert,Pack,G,1991,2003,6,2,180,University of Southern California,1969-02-03 00:00:00
PACKWA01,Wayne,Pack,G,1974,1974,6,0,165,Tennessee Tech University,1950-07-05 00:00:00
PADDIGE01,Gerald,Paddio,F,1990,1993,6,7,205,University of Nevada - Las Vegas,1965-04-21 00:00:00
PADGESC01,Scott,Padgett,F,1999,2006,6,9,240,University of Kentucky,1976-04-19 00:00:00
PAGETDA01,Dana,Pagett,F,1971,1971,6,2,180,University of Southern California,1949-03-29 00:00:00
PAINEFR01,Fred,Paine,F,1948,1948,6,5,210,Westminster College - PA,1925-12-07 00:00:00
PALACMI01,Milt,Palacio,G,1999,2005,6,3,195,Colorado State University,1978-02-07 00:00:00
PALAZTO01,Togo,Palazzi,F,1954,1959,6,4,205,College of Holy Cross,1932-08-08 00:00:00
PALMEER01,Errol,Palmer,F,1967,1967,6,5,195,DePaul University,1945-01-01 00:00:00
PALMEJI01,Jim,Palmer,F,1958,1960,6,8,224,Univeristy of Dayton,1933-06-08 00:00:00
PALMEJO01,John,Palmer,F,1946,1948,6,4,180,Princeton University,1921-09-14 00:00:00
PALMEWA01,Walter,Palmer,C,1990,1992,7,1,215,Dartmouth University,1968-10-23 00:00:00
PANKOAN01,Andy,Panko,F,2000,2000,6,9,230,Lebanon Valley College,1977-11-29 00:00:00
PARGOJA01,Jannero,Pargo,G,2002,2007,6,2,170,University of Arkansas,1979-09-22 00:00:00
PARHAES01,Estes,Parham,F,1948,1950,6,3,200,Texas Wesleyan University,1921-12-27 00:00:00
PARISRO01,Robert,Parish,C,1976,1996,7,0,230,Centenary College of Louisiana,1953-08-30 00:00:00
PARKME01,Medford,Park,G,1955,1959,6,2,205,University of Missouri,1933-04-11 00:00:00
PARKEAN01,Anthony,Parker,G,1997,2007,6,6,215,Bradley University,1975-06-19 00:00:00
PARKESO01,Sonny,Parker,F,1976,1981,6,6,200,Texas A&M University,1955-03-22 00:00:00
PARKETO01,Tony,Parker,G,2001,2007,6,2,177,0,1982-05-17 00:00:00
PARKEWI01,Smush,Parker,G,2002,2007,6,4,190,Fordham University,1981-06-01 00:00:00
PARKHBA01,Barry,Parkhill,G,1973,1975,6,4,185,University of Virginia,1951-05-10 00:00:00
PARKIJA01,Jack,Parkinson,G,1949,1949,6,0,174,University of Kentucky,1924-03-04 00:00:00
PARKSCH01,Cherokee,Parks,F,1995,2003,6,11,235,Duke University,1972-10-11 00:00:00
PARKSCH02,Charley,Parks,F,1968,1968,6,5,210,Idaho State University,1946-01-01 00:00:00
PARKSRI01,Rich,Parks,F,1967,1967,6,7,235,Saint Louis University,1943-10-28 00:00:00
PARRJA01,Jack,Parr,C,1958,1958,6,9,220,Kansas State University,1936-03-13 00:00:00
PARRADO01,Doyle,Parrack,F,1946,1946,6,0,165,Oklahoma State University,1921-12-06 00:00:00
PARSLCH01,Charlie,Parsley,G,1949,1949,6,2,175,Western Kentucky University,1925-10-13 00:00:00
PASPAZA01,Zarko,Paspalj,F,1989,1989,6,9,215,0,1966-03-27 00:00:00
PASSAMA01,Marty,Passaglia,G,1946,1948,6,0.5,170,Santa Clara University,1919-04-22 00:00:00
PASTUGE01,George,Pastushok,G,1946,1946,6,1,195,Saint John's University,1923-01-01 00:00:00
PATRIMY01,Myles,Patrick,F,1980,1980,6,8,220,Auburn University,1954-11-19 00:00:00
PATRIST01,Stan,Patrick,F,1949,1949,6,2,185,University of Illinois,1922-05-05 00:00:00
PATTEAN01,Andrae,Patterson,F,1998,1999,6,9,238,Indiana University,1975-11-12 00:00:00
PATTEGE01,George,Patterson,C,1967,1967,6,7.5,230,University of Toledo,1939-11-26 00:00:00
PATTERU01,Ruben,Patterson,F,1998,2007,6,5,224,University of Cincinnati,1975-07-31 00:00:00
PATTEST01,Steve,Patterson,C,1971,1975,6,9,225,University of California - Los Angeles,1948-06-24 00:00:00
PATTETO01,Tommy,Patterson,F,1972,1973,6,6,220,Ouachita Baptist University,1948-10-15 00:00:00
PATTEWO01,Worthy,Patterson,G,1957,1957,6,2,175,University of Connecticut,1931-06-17 00:00:00
PAULCH01,Chris,Paul,G,2005,2007,6,0,175,Wake Forest University,1985-05-06 00:00:00
PAULKCH01,Charlie,Paulk,F,1968,1971,6,8,219,Northeastern State University,1946-06-14 00:00:00
PAULSJE01,Jerry,Paulson,G,1957,1957,6,2,185,Manhattan College,1935-07-21 00:00:00
PAULTBI01,Billy,Paultz,C,1970,1984,6,11,235,Saint John's University,1948-07-30 00:00:00
PAVLOAL01,Aleksandar,Pavlovic,F,2003,2007,6,7,210,0,1983-11-15 00:00:00
PAXSOJI01,Jim,Paxson,G,1979,1989,6,6,200,Univeristy of Dayton,1957-07-09 00:00:00
PAXSOJI02,Jim,Paxson,G,1956,1957,6,6,200,Univeristy of Dayton,1932-12-19 00:00:00
PAXSOJO01,John,Paxson,G,1983,1993,6,2,185,University of Notre Dame,1960-09-29 00:00:00
PAYAKJO01,Johnny,Payak,G,1949,1952,6,4,174,Bowling Green University,1926-11-20 00:00:00
PAYNEKE01,Kenny,Payne,F,1989,1992,6,8,195,University of Louisville,1966-11-25 00:00:00
PAYNETO01,Tom,Payne,C,1971,1971,7,2,240,University of Kentucky,1950-11-19 00:00:00
PAYTOGA01,Gary,Payton,G,1990,2006,6,4,180,Oregon State University,1968-07-23 00:00:00
PAYTOME01,Mel,Payton,G,1951,1952,6,4,185,Tulane University,1926-07-16 00:00:00
PEARCGE01,George,Pearcy,G,1946,1946,6,1,165,Indiana State University,1919-07-02 00:00:00
PEARCHE01,Henry,Pearcy,G,1946,1946,6,1,170,Indiana State University,1922-07-21 00:00:00
PecheOl01,Oleksiy,Pecherov,F,2007,2007,7,0,234,0,1985-12-08 00:00:00
PECKWI01,Wiley,Peck,G,1979,1979,6,7,220,Mississippi State University,1957-09-15 00:00:00
PEEKRI01,Richard,Peek,C,1967,1967,6,11,230,University of Florida,1943-10-28 00:00:00
PEELEAN01,Anthony,Peeler,G,1992,2004,6,4,208,University of Missouri,1969-11-25 00:00:00
PEEPLGE01,George,Peeples,F,1967,1972,6,7,190,University of Iowa,1943-10-30 00:00:00
PELKIJA01,Jake,Pelkington,C,1948,1948,6,6,220,Manhattan College,1916-01-03 00:00:00
PELLOSA01,Sam,Pellom,F,1979,1982,6,9,225,University at Buffalo,1951-10-02 00:00:00
PENBEMI01,Mike,Penberthy,G,2000,2001,6,3,185,The Master's College,1973-11-29 00:00:00
PENDEJE01,Jerry,Pender,G,1973,1973,6,2,185,Fresno State University,1950-02-12 00:00:00
PENIGDE01,Desmond,Penigar,F,2003,2003,6,7,245,Utah State University,1981-07-16 00:00:00
PENNEKI01,Kirk,Penney,G,2003,2004,6,5,220,University of Wisconsin,1980-11-23 00:00:00
PEPLOMI01,Mike,Peplowski,C,1993,1995,6,10,270,Michigan State University,1970-10-15 00:00:00
PERDUWI01,Will,Perdue,C,1988,2000,7,0,240,Vanderbilt University,1965-08-29 00:00:00
PERKISA01,Sam,Perkins,F,1984,2000,6,9,235,University of North Carolina,1961-06-14 00:00:00
PERKIWA01,Warren,Perkins,G,1949,1950,6,3,190,Tulane University,1924-02-02 00:00:00
PERKIKE01,Kendrick,Perkins,F,2003,2007,6,10,280,0,1984-11-10 00:00:00
PerovKo01,Kosta,Perovic,C,2007,2007,7,2,240,0,1985-02-19 00:00:00
PERRYAU01,Aulcie,Perry,C,1974,1974,6,10,210,Bethune-Cookman College,1950-07-03 00:00:00
PERRYCU01,Curtis,Perry,F,1970,1977,6,7,220,Southwest Missouri State University,1948-09-13 00:00:00
PERRYEL01,Elliot,Perry,G,1991,2001,6,0,150,University of Memphis,1969-03-28 00:00:00
PERRYRO01,Ron,Perry,G,1967,1969,6,3,190,Virginia Polytechnic Institute,1943-12-29 00:00:00
PERRYTI01,Tim,Perry,F,1988,1995,6,9,200,Temple University,1965-06-04 00:00:00
PERSOCH01,Chuck,Person,F,1986,1999,6,8,220,Auburn University,1964-06-27 00:00:00
