,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Free Kick Accuracy,Overall,Position,Position class,ID,VersionID
35641,51,68,57,53,13,57,19,35,61,65,66,45,62,40,66,57,63,63,54,53,45,59,18,60,31,29,12,12,21,35,21,21,41,62,ST,Attack,184599,184599004
101986,53,45,75,80,48,54,59,63,75,51,53,57,71,61,62,53,61,82,40,77,83,44,60,80,84,83,78,5,15,9,15,10,50,78,CB,Defense,47390,47390012
43279,66,25,46,59,54,62,56,57,53,69,70,63,60,65,58,64,67,68,25,59,62,63,55,62,66,66,61,10,25,57,25,25,68,61,RB,Defense,154479,154479006
30652,68,63,51,67,29,54,38,66,72,70,72,55,69,52,73,72,66,78,72,74,61,68,58,64,67,66,72,11,24,66,24,24,78,69,CM,Midfield,40960,40960003
109743,34,31,71,55,29,30,21,50,51,55,54,40,67,44,59,61,67,86,25,82,72,40,41,41,67,77,75,14,15,14,9,10,19,73,CB,Defense,49966,49966016
193848,66,80,59,67,68,80,51,53,77,91,87,90,68,77,73,82,80,74,68,57,26,75,63,60,34,29,25,13,12,10,6,7,61,75,ST,Attack,193290,193290029
175292,64,58,53,64,59,67,67,65,66,71,67,72,66,75,67,65,72,58,65,63,60,61,64,57,52,60,58,15,14,10,10,14,66,65,RM,Midfield,184896,184896020
130529,68,54,45,69,50,67,59,58,73,79,79,69,65,69,72,69,85,55,67,65,55,60,65,43,56,54,61,13,14,12,11,7,49,67,CF,Attack,178215,178215011
193604,68,64,63,67,62,62,57,66,69,55,53,66,56,57,69,82,83,75,62,75,70,70,71,39,66,66,62,12,6,15,14,15,60,67,CM,Midfield,155757,155757018
7551,59,72,69,66,12,66,14,45,75,82,81,31,74,36,75,64,65,75,72,48,71,75,34,72,38,56,18,14,13,45,5,6,72,75,ST,Attack,162313,162313002
84152,39,68,81,41,64,66,45,32,71,69,68,61,65,57,81,71,75,83,66,72,46,68,64,73,39,21,17,10,7,10,6,11,55,74,ST,Attack,162056,162056006
12886,56,73,66,39,9,69,10,21,72,80,74,46,72,33,72,59,69,63,64,58,60,70,44,65,28,20,11,8,20,21,20,20,53,72,ST,Attack,176580,176580003
116912,12,16,10,31,15,13,10,37,34,57,56,58,74,43,36,74,44,65,14,35,19,12,18,29,13,11,17,76,76,69,74,83,10,77,GK,Goalkeeper,177152,177152016
142093,18,13,14,14,13,12,15,12,18,33,34,38,50,39,14,57,38,40,11,32,15,12,35,10,11,13,13,74,66,70,75,80,16,72,GK,Goalkeeper,192297,192297007
20741,31,21,60,36,63,42,41,37,61,58,63,69,59,63,21,67,67,69,21,60,48,45,63,57,62,68,25,8,21,37,21,21,27,66,CB,Defense,183606,183606002
180270,43,23,69,56,25,33,24,52,43,54,55,52,56,37,29,72,66,76,32,60,64,47,28,21,67,65,64,9,7,13,9,8,25,64,CB,Defense,190592,190592011
223151,25,25,25,35,25,25,25,31,25,48,40,54,62,40,38,56,30,64,25,41,21,25,25,25,25,25,25,68,64,60,63,65,25,64,GK,Goalkeeper,139165,139165019
95262,72,39,65,68,38,60,55,66,65,68,64,58,72,56,77,68,68,68,40,77,76,44,40,46,74,79,77,10,8,15,5,8,36,68,RB,Defense,140488,140488012
77512,55,59,63,74,66,72,59,62,76,84,84,78,79,76,73,76,94,81,67,86,60,58,62,61,78,85,76,9,11,7,9,8,52,77,CDM,Midfield,190749,190749007
176721,76,70,63,78,70,69,63,67,68,84,83,85,75,77,80,68,87,71,72,64,66,68,63,82,66,68,73,6,5,14,8,15,75,71,RB,Defense,190155,190155015
23211,28,22,51,49,50,45,51,41,52,66,61,67,38,76,44,63,49,52,22,55,39,33,54,26,55,52,20,9,22,41,22,22,42,52,CM,Midfield,187500,187500002
139206,69,55,65,59,38,67,22,52,70,65,69,48,65,63,58,84,74,83,44,67,75,63,49,53,75,76,73,7,5,5,11,7,36,73,CB,Defense,11346,11346020
74221,70,68,62,75,61,65,71,67,75,70,68,72,69,68,67,67,70,72,59,63,46,71,71,58,41,46,45,7,7,5,10,12,59,69,RM,Midfield,188417,188417008
174611,51,77,73,62,65,58,59,45,65,66,62,56,72,65,71,68,33,68,58,67,31,77,54,80,24,21,25,15,13,11,10,11,54,70,ST,Attack,150189,150189015
109976,10,10,11,18,10,10,11,21,18,53,47,37,40,43,21,56,52,61,10,21,21,17,14,10,10,11,10,65,61,59,58,65,10,62,GK,Goalkeeper,192317,192317008
9785,73,66,68,78,26,73,22,77,77,65,65,32,66,27,64,33,76,76,78,74,61,70,28,65,38,57,66,9,11,77,5,12,65,74,CAM,Midfield,53410,53410002
15983,21,21,62,32,57,25,46,25,39,61,66,59,64,69,21,66,78,71,21,68,28,33,66,32,58,52,66,7,21,25,21,21,25,57,CB,Defense,183331,183331001
224599,75,57,46,73,69,66,60,69,70,90,91,86,73,83,82,92,95,59,63,90,74,71,68,35,51,75,69,9,15,6,14,13,56,74,LM,Midfield,188337,188337024
131006,45,45,72,55,49,50,35,60,60,34,34,56,65,42,65,60,56,88,30,70,72,40,35,66,72,70,68,6,9,5,15,13,63,70,CB,Defense,138911,138911014
69164,45,58,67,72,45,70,26,68,74,72,74,70,64,78,77,73,63,85,70,72,77,68,62,56,62,69,70,12,13,13,11,5,38,70,CM,Midfield,183385,183385008
107017,11,13,13,25,13,14,12,21,37,58,62,60,55,64,34,66,53,75,14,73,8,11,38,30,11,18,12,71,65,66,65,68,12,67,GK,Goalkeeper,162052,162052008
147837,46,55,60,74,32,66,41,69,70,66,74,75,75,70,80,82,83,77,78,75,75,58,68,55,64,76,70,11,9,14,12,10,37,73,CDM,Midfield,188816,188816013
133847,51,27,65,59,28,45,23,54,56,53,54,56,55,57,40,60,67,72,35,57,67,10,54,32,67,65,67,15,11,15,8,5,25,64,CB,Defense,169623,169623011
31731,64,52,53,58,49,59,60,52,57,64,63,66,56,75,51,63,55,33,42,37,44,42,62,27,36,45,35,1,21,52,21,21,45,58,LM,Midfield,187047,187047002
217374,25,25,25,26,25,24,25,23,25,34,39,32,68,35,36,61,34,82,25,45,25,25,25,23,25,25,25,82,78,82,79,79,25,80,GK,Goalkeeper,143632,143632030
129867,65,87,77,63,74,70,69,31,71,82,86,78,81,70,83,78,67,69,71,55,22,87,57,76,22,38,33,7,8,12,5,7,69,78,ST,Attack,50598,50598019
112039,67,60,50,73,40,65,60,69,76,69,61,68,72,76,56,78,79,70,62,54,65,62,69,42,68,68,60,11,11,6,9,7,45,70,CM,Midfield,194079,194079005
152947,60,65,56,69,57,71,78,64,70,74,71,75,70,78,69,67,73,60,60,68,51,70,64,70,40,50,42,13,12,7,15,5,40,68,RW,Attack,182632,182632020
108172,76,68,62,74,72,85,72,64,78,95,97,85,76,78,74,64,75,58,68,60,30,75,73,68,36,50,48,11,5,9,6,5,56,79,RW,Attack,184312,184312011
194667,49,56,38,64,47,65,62,59,67,64,68,67,60,61,54,58,65,42,57,49,51,56,65,53,52,49,42,6,14,15,13,14,59,61,CM,Midfield,200535,200535018
122976,65,36,55,60,38,60,58,60,64,66,66,64,67,61,62,80,63,58,40,68,65,42,41,46,60,64,64,11,12,13,10,13,47,63,LB,Defense,178437,178437008
154623,69,67,64,79,65,78,79,75,78,73,69,72,72,76,81,68,72,64,72,52,35,73,79,70,32,31,23,14,14,7,9,11,77,75,CAM,Midfield,172114,172114012
226781,77,49,59,65,53,64,60,61,69,74,78,74,71,76,69,72,84,68,56,69,72,65,50,60,65,72,78,8,16,10,13,12,74,73,LB,Defense,188277,188277019
9331,36,71,81,38,45,48,12,26,41,62,59,58,55,42,71,54,64,68,51,32,26,58,52,26,21,22,70,11,21,26,21,21,21,62,ST,Attack,184858,184858001
2459,73,53,69,67,43,64,65,59,70,63,74,55,64,58,62,78,72,62,60,76,67,39,59,73,73,72,72,7,10,59,10,13,73,67,CM,Midfield,162832,162832001
210948,68,61,47,64,56,71,74,66,65,73,72,72,75,75,57,60,63,59,60,51,45,72,77,60,24,27,20,9,11,12,15,9,67,69,CAM,Midfield,145583,145583017
45948,62,58,59,74,69,74,53,67,71,75,79,84,79,76,73,68,84,59,67,78,60,72,61,49,78,82,71,9,22,67,22,22,54,75,CDM,Midfield,190749,190749004
175977,57,37,61,54,38,50,45,48,55,90,91,77,76,65,47,84,63,72,40,74,67,35,42,42,67,64,62,8,7,15,12,6,29,66,CB,Defense,184900,184900016
212306,62,27,64,66,26,58,56,63,63,68,72,66,68,71,46,74,67,65,32,63,76,52,51,35,67,71,69,14,11,9,13,8,42,68,CB,Defense,202416,202416013
101860,73,59,77,71,58,63,58,63,69,67,66,54,70,58,74,80,64,74,66,82,67,61,43,60,67,74,72,12,11,10,15,7,54,71,RB,Defense,164633,164633013
191277,52,49,67,63,23,57,41,61,58,64,65,68,66,54,62,54,60,71,56,70,62,30,46,54,61,62,60,13,9,15,9,15,61,63,CB,Defense,161651,161651018
184064,25,25,25,25,25,25,25,25,25,23,20,44,56,33,33,48,21,51,25,25,25,25,25,25,25,25,25,66,61,58,64,70,25,64,GK,Goalkeeper,192316,192316020
155182,54,54,49,57,61,68,65,54,60,85,87,79,55,75,79,84,69,41,62,57,32,61,59,61,44,33,39,5,11,5,7,9,63,63,RM,Midfield,190329,190329021
85435,76,56,58,71,53,73,73,71,74,82,81,84,74,82,68,75,85,63,62,70,67,72,67,47,70,65,74,10,11,10,15,7,53,72,RB,Defense,182896,182896010
75091,26,25,63,50,35,22,42,49,43,62,63,44,50,50,44,81,73,84,35,60,48,43,49,36,53,53,46,13,15,9,14,15,34,57,CB,Defense,182366,182366006
116614,63,63,49,72,61,73,71,64,73,73,69,88,72,75,57,74,66,53,53,38,37,68,67,59,17,23,19,10,13,6,15,13,68,69,CAM,Midfield,199912,199912008
145530,70,52,42,68,47,68,68,56,69,77,80,76,75,82,70,67,67,67,58,75,65,65,59,72,66,74,74,13,14,14,10,6,45,69,RB,Defense,165440,165440016
173532,63,54,42,60,46,66,38,55,61,78,75,72,53,70,53,57,66,56,57,50,37,62,59,60,55,49,44,5,8,15,14,13,43,63,RM,Midfield,179636,179636015
32655,59,22,40,56,45,32,54,49,62,64,62,41,60,52,35,50,69,61,25,64,48,56,56,31,67,70,62,8,20,49,20,20,14,62,LB,Defense,102593,102593005
190437,67,53,69,70,52,65,50,68,68,67,73,65,58,65,68,70,72,75,64,71,65,58,62,58,60,69,62,14,5,9,8,6,47,67,CDM,Midfield,162210,162210015
101537,52,44,73,63,34,49,47,67,70,67,66,66,68,66,61,80,71,69,54,63,67,45,53,53,75,73,73,11,11,6,14,12,35,71,CB,Defense,199692,199692006
153916,69,64,59,75,59,69,59,72,73,77,77,79,69,71,71,67,81,68,73,81,65,68,68,56,56,66,66,8,5,15,5,15,63,71,CM,Midfield,198908,198908016
184905,39,25,66,66,28,53,21,52,58,65,66,56,63,70,46,66,68,75,25,66,66,25,34,25,68,70,66,13,11,6,13,11,21,67,CB,Defense,193011,193011023
122283,48,34,68,69,43,55,31,72,64,75,76,61,74,66,57,71,76,74,40,69,74,31,54,56,74,75,69,13,9,5,13,8,34,72,CB,Defense,190772,190772027
129485,48,57,43,58,50,60,59,53,68,83,83,90,73,87,47,73,72,31,50,31,41,62,65,62,26,29,29,8,13,11,5,13,64,65,RW,Attack,203672,203672007
177736,64,33,53,60,32,59,60,61,63,64,60,72,61,70,58,66,73,67,59,72,63,46,59,42,61,63,64,10,12,6,11,7,66,63,LB,Defense,162899,162899012
47830,60,65,64,64,65,69,66,53,68,76,78,69,70,72,65,73,74,69,68,68,60,75,65,66,21,21,23,15,21,53,21,21,63,68,ST,Attack,110376,110376007
31443,62,68,32,74,15,82,29,71,81,80,79,53,62,49,65,66,67,52,70,32,61,57,45,65,20,21,38,8,20,71,20,20,69,71,CAM,Midfield,178047,178047006
16267,27,21,21,38,60,21,43,35,51,69,63,79,61,67,21,70,62,60,21,67,28,32,59,37,47,50,28,7,21,35,21,21,42,49,CB,Defense,183283,183283002
99385,77,44,61,63,39,53,64,49,64,52,33,58,65,76,69,60,64,69,58,73,64,41,54,62,67,74,73,11,11,6,7,10,75,66,LB,Defense,11414,11414010
24986,81,70,64,86,18,79,27,80,88,72,78,56,67,55,67,74,71,70,65,38,48,66,56,57,38,24,58,8,22,80,22,22,57,74,CAM,Midfield,167329,167329003
13819,74,66,72,75,44,67,43,64,77,67,69,57,68,64,59,59,67,68,57,69,73,71,54,75,57,49,59,14,20,64,20,20,65,69,CM,Midfield,177610,177610003
95649,63,62,50,68,70,75,66,49,72,82,77,79,70,62,77,35,78,76,75,58,21,68,75,46,21,41,32,5,14,15,6,5,56,69,RW,Attack,187337,187337009
18967,79,51,73,76,38,67,41,72,76,80,78,66,71,65,73,60,72,74,53,75,67,68,59,72,72,74,67,7,20,72,20,20,68,68,RWB,Defense,159381,159381004
30122,69,76,66,77,77,68,64,66,75,69,65,66,53,60,73,78,79,70,67,63,72,78,62,67,43,57,20,9,23,66,23,23,69,68,CF,Attack,12357,12357005
57540,78,73,59,83,73,75,64,79,78,76,78,73,73,67,77,61,80,73,79,66,56,61,80,65,56,67,61,6,11,5,10,8,70,75,CM,Midfield,186561,186561006
108620,38,35,74,61,29,44,54,55,58,63,69,58,67,73,49,89,69,78,56,83,73,28,52,43,76,78,82,14,14,10,5,15,63,76,CB,Defense,110811,110811014
71305,52,51,70,59,53,55,52,55,51,69,70,60,66,66,43,76,75,70,42,57,63,51,71,44,64,63,62,15,12,6,10,12,54,65,LB,Defense,201528,201528002
228141,44,69,67,71,65,70,62,46,72,61,64,54,69,51,82,46,62,83,65,65,40,76,63,80,29,37,35,15,14,16,15,8,71,71,ST,Attack,195093,195093023
9622,57,58,38,49,41,71,40,46,70,76,68,64,67,69,46,81,57,57,53,34,59,64,37,46,31,38,55,8,6,46,6,7,46,60,CAM,Midfield,177462,177462002
143269,72,62,46,73,50,78,71,59,73,92,89,89,58,92,69,76,68,42,67,58,33,70,66,66,21,39,35,15,14,6,8,6,62,73,RM,Midfield,192350,192350011
61757,58,83,68,62,76,64,64,54,77,81,72,74,73,66,77,68,85,62,72,59,40,80,71,74,36,41,36,9,5,14,11,5,69,71,ST,Attack,113524,113524009
73880,63,33,33,68,35,68,56,54,72,65,68,70,62,59,42,58,57,58,27,56,44,61,71,47,54,48,42,7,13,13,8,10,59,67,CM,Midfield,184085,184085008
186385,78,46,52,66,47,65,80,63,73,74,74,78,78,70,74,75,64,67,51,79,75,56,54,49,67,72,70,10,8,14,15,8,75,71,LB,Defense,170456,170456020
18501,54,55,43,65,25,56,25,65,23,39,37,33,54,52,60,69,44,59,32,61,67,59,25,44,23,34,25,66,63,65,62,64,58,63,GK,Goalkeeper,176345,176345004
217736,48,33,72,56,25,50,24,62,62,65,60,55,66,58,43,72,66,72,31,74,76,40,50,45,77,78,71,11,9,15,13,6,31,71,CB,Defense,170231,170231019
58108,67,45,47,61,68,70,49,49,67,70,72,74,71,56,59,53,65,59,67,61,41,69,55,66,21,21,18,6,9,7,15,7,46,68,RM,Midfield,184581,184581004
147891,80,41,58,72,44,58,82,68,68,67,76,61,68,78,65,72,76,64,46,68,74,44,46,51,70,72,74,13,12,13,7,12,55,71,LB,Defense,177401,177401008
17936,45,34,29,49,46,36,63,47,49,59,59,73,67,76,37,74,42,47,27,41,37,38,47,27,27,28,14,9,21,47,21,21,52,43,CM,Midfield,184249,184249001
153668,64,45,65,70,53,66,60,68,68,70,70,73,65,62,68,64,74,73,72,63,63,65,66,50,64,63,62,9,7,15,10,8,69,67,CM,Midfield,171183,171183014
139820,54,63,49,53,39,68,57,45,70,75,80,73,59,72,55,39,71,56,58,64,24,69,54,49,29,24,25,14,8,9,9,15,41,62,RM,Midfield,172456,172456011
138529,25,25,25,27,25,25,25,25,31,57,52,51,49,42,38,69,36,61,25,37,25,25,25,31,25,25,25,58,58,53,56,61,25,57,GK,Goalkeeper,204334,204334010
162835,65,73,82,66,65,65,63,65,71,65,71,70,70,68,73,77,68,77,67,76,23,73,70,67,50,40,40,6,13,5,6,13,53,72,ST,Attack,161938,161938021
109277,66,74,68,70,71,70,68,56,70,77,75,79,74,72,79,73,67,65,65,63,30,72,63,70,14,25,19,6,8,9,6,7,59,72,ST,Attack,150746,150746013
181691,32,20,55,57,34,43,46,59,52,69,52,57,70,68,51,81,68,80,33,75,71,31,30,48,68,67,57,12,5,5,12,14,32,66,CB,Defense,155891,155891019
37799,58,39,34,63,27,59,34,57,59,65,68,71,61,62,41,75,57,52,44,29,38,49,48,41,29,46,68,2,23,57,23,23,43,63,LM,Midfield,192732,192732002
229166,70,76,92,75,80,72,68,58,78,60,66,74,82,57,82,81,76,78,72,50,25,84,73,78,39,40,37,16,10,8,8,11,65,79,ST,Attack,189805,189805035
187385,57,37,26,67,39,65,64,60,71,92,91,90,76,91,57,73,83,39,36,56,57,69,57,49,63,55,59,6,7,12,15,14,44,64,CM,Midfield,192102,192102026
172375,37,20,64,36,25,29,38,26,48,48,55,48,66,30,22,74,75,86,20,69,61,26,44,34,61,62,58,6,11,12,6,5,29,63,CB,Defense,186725,186725014
49163,54,28,49,68,27,39,32,45,68,74,72,58,51,70,68,76,63,77,44,77,68,61,63,62,73,71,64,1,21,45,21,21,34,64,CB,Defense,185394,185394004
51677,55,50,47,59,49,58,57,58,53,58,59,65,55,66,55,71,60,51,52,58,53,56,61,55,54,60,61,12,22,58,22,22,47,61,CM,Midfield,169639,169639003
174282,40,75,73,70,59,57,59,40,70,68,71,72,69,71,67,75,69,67,68,42,32,79,60,81,23,33,37,7,14,14,7,12,68,70,ST,Attack,198146,198146008
207455,25,25,25,26,25,25,25,24,25,23,34,37,50,25,25,30,31,70,25,25,25,25,25,21,25,25,25,58,60,57,62,66,25,61,GK,Goalkeeper,192273,192273026
30669,53,40,52,61,38,58,39,57,58,61,61,63,57,70,53,82,67,68,48,62,52,51,61,57,58,56,68,7,23,57,23,23,46,60,RWB,Defense,142132,142132002
189937,61,67,66,54,68,66,58,44,67,76,74,75,70,81,68,72,75,62,64,68,43,67,54,64,26,47,20,14,12,14,11,10,58,68,ST,Attack,197165,197165035
103154,60,43,52,56,43,43,46,51,57,67,74,67,65,69,48,72,62,67,40,61,55,51,47,63,55,55,61,13,15,7,13,5,47,59,LB,Defense,182769,182769007
231217,62,74,82,77,78,72,76,69,78,66,67,63,75,61,80,68,78,78,74,66,45,78,76,82,44,53,38,11,12,15,14,9,67,74,CAM,Midfield,134906,134906030
183173,61,44,60,59,43,57,57,55,58,72,70,71,60,70,56,72,78,68,54,62,60,57,51,53,57,59,58,7,9,7,7,5,45,61,RB,Defense,51925,51925015
113352,70,76,76,71,59,74,38,54,75,66,68,69,74,34,75,55,63,82,61,44,40,80,70,66,12,23,18,6,12,7,13,14,38,74,ST,Attack,194728,194728009
128427,39,48,66,61,42,59,45,57,62,75,79,77,58,71,68,81,75,71,58,74,75,54,55,51,61,59,63,5,5,9,11,11,52,65,CB,Defense,197911,197911011
128997,45,52,46,68,52,68,62,62,66,72,73,82,66,83,61,49,63,62,54,72,65,65,65,47,34,24,56,12,10,6,6,5,34,65,LM,Midfield,176780,176780011
58279,30,35,65,45,24,32,22,39,41,64,66,62,53,58,35,72,70,59,38,65,35,51,27,30,46,54,52,6,14,11,9,8,19,58,CB,Defense,880,880005
138594,70,70,45,57,64,71,71,61,48,85,73,88,66,89,80,84,82,79,62,79,51,78,50,69,42,56,57,13,13,12,9,13,57,66,LM,Midfield,174670,174670011
153266,45,33,72,64,32,46,41,57,57,33,48,49,70,59,47,81,62,74,25,65,77,28,40,44,78,72,74,7,5,15,11,10,24,72,CB,Defense,17725,17725020
161645,80,66,41,75,83,87,91,71,86,85,83,85,75,79,82,63,67,62,81,57,20,72,77,61,25,25,25,12,14,10,5,15,75,80,RW,Attack,20775,20775016
22277,50,84,80,58,29,78,43,44,77,80,81,58,83,78,78,54,74,65,69,78,83,86,47,77,32,24,64,9,24,44,24,24,69,77,ST,Attack,146758,146758005
16997,44,22,67,49,55,44,62,41,55,59,63,67,55,74,56,76,61,70,22,61,50,45,44,42,60,61,51,9,22,41,22,22,31,60,CB,Defense,189922,189922001
139667,64,57,75,67,31,70,63,61,72,77,83,91,67,73,73,92,72,72,71,68,66,60,60,63,71,67,70,10,8,6,8,7,60,70,LB,Defense,187205,187205015
157354,61,64,44,71,24,72,52,67,71,66,66,74,51,73,63,79,68,56,54,64,46,67,70,67,29,50,44,6,8,11,12,6,66,67,CAM,Midfield,189186,189186016
198924,58,50,48,55,52,57,49,52,54,78,84,67,56,59,62,61,63,61,49,40,52,55,48,47,47,55,50,13,8,12,13,13,53,58,LM,Midfield,189316,189316019
140171,64,49,63,68,59,60,60,61,67,77,78,63,68,75,60,70,80,61,44,60,74,36,58,47,72,72,69,12,15,11,9,12,27,70,RB,Defense,44991,44991013
228813,14,15,11,29,11,13,18,30,23,52,46,49,65,30,21,70,20,60,15,30,19,10,35,23,17,13,14,65,62,60,62,65,16,63,GK,Goalkeeper,177340,177340013
169497,74,44,60,70,34,66,67,70,68,82,78,80,74,84,50,72,78,64,39,78,70,62,60,50,64,70,68,12,9,14,8,14,63,70,LM,Midfield,192823,192823018
143884,71,75,69,71,74,87,74,61,85,88,95,79,70,47,82,82,75,79,60,65,40,78,62,72,25,46,46,14,9,12,10,6,69,77,ST,Attack,204550,204550016
25400,64,62,48,66,66,68,67,45,69,77,75,73,68,68,59,65,66,55,64,26,49,61,67,61,29,22,33,8,22,45,22,22,56,64,CAM,Midfield,165793,165793002
138142,72,57,44,76,52,77,76,68,77,81,78,84,65,77,75,49,62,45,73,31,26,65,70,55,22,22,22,12,10,9,5,7,75,72,CAM,Midfield,201995,201995008
155082,41,67,60,57,63,72,58,38,65,77,76,80,64,78,71,83,80,79,57,41,30,70,57,67,25,25,25,10,8,7,7,6,62,71,ST,Attack,197480,197480018
91322,60,41,55,54,58,47,62,61,53,55,50,58,59,61,56,74,75,73,54,74,72,42,56,43,54,58,57,11,7,15,13,7,30,62,CB,Defense,159255,159255010
27780,49,22,64,64,67,53,69,59,63,73,76,84,75,86,40,74,76,66,22,59,35,32,75,29,63,59,31,4,22,59,22,22,29,61,RB,Defense,189106,189106002
42923,84,68,64,88,78,82,84,84,88,74,72,62,78,75,86,66,69,78,84,75,80,83,88,85,56,68,61,9,21,84,21,21,79,80,CAM,Midfield,1256,1256008
111430,9,8,12,26,12,11,8,29,25,54,59,45,59,39,23,47,32,59,9,20,18,10,11,17,7,10,11,69,61,57,64,71,8,66,GK,Goalkeeper,190195,190195008
186156,50,35,63,56,25,44,36,52,55,66,68,65,53,70,35,75,73,67,34,66,60,42,42,24,61,62,63,14,14,12,11,13,25,62,CB,Defense,140418,140418019
43613,58,50,53,52,22,48,31,52,39,66,71,65,55,66,50,70,56,47,54,52,38,35,37,32,61,48,59,1,21,52,21,21,36,55,LB,Defense,184491,184491004
29316,46,56,57,59,56,61,77,57,70,70,72,63,57,63,61,49,75,72,56,66,68,69,61,71,70,66,31,12,24,57,24,24,39,69,ST,Attack,145830,145830001
127820,45,58,51,71,53,67,63,70,68,76,74,77,76,82,71,66,84,66,60,86,61,69,68,66,61,66,65,7,7,14,10,13,61,69,CDM,Midfield,203067,203067006
185475,51,40,75,72,36,65,35,70,69,71,75,65,75,60,68,81,75,79,60,87,74,45,44,43,76,79,77,13,11,12,11,13,32,77,CB,Defense,187132,187132021
213909,75,57,59,72,61,73,70,69,73,76,78,74,70,70,75,73,79,69,70,73,71,61,60,57,69,75,73,14,5,9,4,6,59,71,LM,Midfield,197688,197688030
7962,56,58,57,56,47,46,23,48,57,77,71,62,59,79,55,67,64,67,81,69,69,57,60,51,68,72,62,7,13,48,7,14,51,66,CB,Defense,135530,135530002
3055,63,55,61,65,62,65,46,67,61,67,60,65,63,54,60,57,61,62,61,63,69,57,61,61,68,74,72,14,6,67,8,3,61,67,CB,Defense,165501,165501001
134871,67,68,40,67,54,73,71,53,74,66,73,73,72,72,62,59,66,56,72,49,39,63,61,66,46,20,29,14,12,15,7,14,52,68,LM,Midfield,145149,145149010
43162,36,22,86,74,37,54,46,66,79,79,80,66,82,80,48,80,76,82,34,83,87,88,76,88,88,89,87,9,21,66,21,21,25,84,CB,Defense,1088,1088008
60701,62,56,61,70,68,60,62,64,64,70,68,65,40,61,83,71,64,68,75,72,53,33,54,49,58,48,44,13,11,7,14,10,69,60,LB,Defense,162399,162399006
26765,48,47,44,56,22,54,28,50,52,52,54,72,51,80,43,76,69,52,44,65,58,64,37,50,57,64,67,10,20,50,20,20,51,65,CDM,Midfield,177367,177367004
3628,34,39,64,48,41,45,73,34,52,66,66,67,58,73,56,70,58,65,32,60,35,38,64,54,59,59,49,9,4,34,5,7,54,60,CB,Defense,177781,177781001
586,75,39,69,74,73,75,80,78,76,69,75,67,72,69,59,74,84,75,52,48,41,62,64,61,22,55,25,15,5,78,13,14,61,76,RM,Midfield,142822,142822001
42025,60,52,59,69,63,63,64,62,67,69,69,66,69,62,70,65,66,58,64,53,60,65,72,59,33,44,54,7,20,62,20,20,61,67,LM,Midfield,178365,178365007
116424,70,65,32,68,65,86,74,60,80,88,85,91,69,76,76,51,77,47,72,42,29,65,69,63,29,38,24,6,6,10,6,13,63,76,LW,Attack,188935,188935012
185640,54,49,64,73,45,63,44,69,69,67,76,76,67,78,62,78,70,60,59,63,64,56,70,36,62,64,64,11,8,6,13,6,59,67,CM,Midfield,147020,147020010
126136,52,58,69,62,53,55,61,70,61,68,67,59,56,61,62,69,87,73,57,67,75,64,65,72,62,63,60,11,11,14,10,15,62,66,CDM,Midfield,155671,155671018
218111,68,68,40,79,67,77,77,77,78,76,68,82,75,87,75,77,92,47,76,63,72,69,76,73,71,69,67,15,13,15,13,13,67,76,CM,Midfield,201262,201262029
149129,60,75,64,76,65,72,66,53,74,66,70,76,67,66,72,80,59,65,68,57,44,78,71,69,25,21,23,5,7,7,14,5,63,71,ST,Attack,110376,110376018
148714,62,85,83,72,84,79,70,48,81,74,70,64,81,60,82,78,61,74,70,70,35,83,69,80,21,20,21,9,5,14,6,8,76,81,ST,Attack,136194,136194019
200733,74,72,37,77,74,82,79,72,76,78,76,79,76,79,73,64,75,57,74,61,38,74,80,72,27,33,31,5,8,6,6,7,72,77,LM,Midfield,203486,203486030
106390,69,45,57,83,59,64,54,80,75,68,67,59,81,66,77,63,84,74,70,74,86,67,74,58,72,80,76,7,13,5,15,14,66,79,CDM,Midfield,158676,158676013
96633,81,66,59,86,70,74,73,74,82,74,77,75,72,72,75,64,68,66,67,75,62,72,86,74,53,52,48,6,12,7,6,12,69,75,RM,Midfield,168293,168293013
23257,59,51,22,70,25,57,64,66,62,56,59,69,54,70,40,73,53,32,46,58,73,69,43,49,22,21,62,4,22,66,22,22,53,58,CM,Midfield,190286,190286001
34245,21,21,22,36,36,24,45,57,21,45,45,60,70,54,24,68,60,59,21,57,65,58,45,60,24,21,73,68,64,57,60,68,17,69,GK,Goalkeeper,54008,54008006
162673,44,32,45,51,33,26,47,52,44,34,47,62,55,26,26,27,54,92,26,74,53,44,42,46,64,63,63,6,9,13,9,14,46,64,CB,Defense,204018,204018009
96898,58,58,47,55,56,61,64,56,62,67,73,68,62,74,60,60,61,58,56,65,41,62,63,50,28,29,31,10,13,13,8,8,64,60,ST,Attack,186751,186751009
155411,65,64,44,70,69,67,76,68,72,72,69,76,63,73,78,80,71,62,75,58,59,62,71,63,50,50,51,13,8,11,11,8,74,67,CM,Midfield,135190,135190015
